238,https://api.usody.com/usody/devices/238,unamed,94QDB,My Organization,,,,,,,desktop-hewlett-packard-hp_compaq_8000_elite_sff-czc038bqs6,Desktop,Tower,czc038bqs6,hp compaq 8000 elite sff,hewlett-packard,Wed Oct  7 16:27:53 2020,Workbench 11.0b11,2020-10-07 16:27:53.408055+00:00,,,,intel core2 quad cpu q9550 @ 2.83ghz,4096,320072,"Processor 355: model intel core2 quad cpu q9550 @ 2.83ghz, S/N None",intel corp.,intel core2 quad cpu q9550 @ 2.83ghz,,4,1998,22610.52,10.3607,,,,,,,,,"RamModule 242: model 8jtf25664az-1g4d1, S/N dbc72c29",jedec id:80 2c,8jtf25664az-1g4d1,dbc72c29,2048,1333,"RamModule 243: model 8jtf25664az-1g4d1, S/N dac72c29",jedec id:80 2c,8jtf25664az-1g4d1,dac72c29,2048,1333,,,,,,,,,,,,,"HardDrive 244: model st3320418as, S/N 5vmhgyfr",seagate,st3320418as,5vmhgyfr,320072,harddrive-seagate-st3320418as-5vmhgyfr,5vmhgyfr,320072,Workbench 11.0b11,Success,EraseBasic,Shred,1:00:18,2020-10-13 14:11:21.096358+00:00,✓ – StepRandom 1:00:18,2020-10-13 13:11:02.296736+00:00,2020-10-13 14:11:20.508755+00:00,97.8,22.8,Workbench 11.0b11,Short,Success,1945,"437 days, 13:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motherboard 246: model 3646h, S/N czc038bqs6",hewlett-packard,3646h,czc038bqs6,,,,,"GraphicCard 245: model 4 series chipset integrated graphics controller, S/N None",intel corporation,4 series chipset integrated graphics controller,,,,,,,,"NetworkAdapter 239: model 82567lm-3 gigabit network connection, S/N 00:23:24:13:a4:ff",intel corporation,82567lm-3 gigabit network connection,00:23:24:13:a4:ff,,,,,"SoundCard 241: model 82801jd/do hd audio controller, S/N None",intel corporation,82801jd/do hd audio controller,,,,,,3.98,HIGH,3.92,HIGH,4.16,HIGH,3.88,HIGH,79.60 €,6.0076
247,https://api.usody.com/usody/devices/247,unamed,B27D5,My Organization,,,,,,,desktop-hewlett-packard-hp_compaq_8000_elite_sff-czc038bqtk,Desktop,Tower,czc038bqtk,hp compaq 8000 elite sff,hewlett-packard,Wed Oct  7 16:30:12 2020,Workbench 11.0b11,2020-10-07 16:30:12.596859+00:00,,,,intel core2 quad cpu q9550 @ 2.83ghz,4096,320072,"Processor 376: model intel core2 quad cpu q9550 @ 2.83ghz, S/N None",intel corp.,intel core2 quad cpu q9550 @ 2.83ghz,,4,2833,22610.0,10.4607,,,,,,,,,"RamModule 250: model 8jtf25664az-1g4d1, S/N a5b01931",jedec id:80 2c,8jtf25664az-1g4d1,a5b01931,2048,1333,"RamModule 251: model 8jtf25664az-1g4d1, S/N a4b01931",jedec id:80 2c,8jtf25664az-1g4d1,a4b01931,2048,1333,,,,,,,,,,,,,"HardDrive 377: model st3320418as, S/N 5vmhgk8w",seagate,st3320418as,5vmhgk8w,320072,harddrive-seagate-st3320418as-5vmhgk8w,5vmhgk8w,320072,Workbench 11.0b11,Success,EraseBasic,Shred,0:59:50,2020-10-13 18:03:09.533765+00:00,✓ – StepRandom 0:59:50,2020-10-13 17:03:17.765428+00:00,2020-10-13 18:03:08.347292+00:00,98.9,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motherboard 254: model 3646h, S/N czc038bqtk",hewlett-packard,3646h,czc038bqtk,,,,,"GraphicCard 253: model 4 series chipset integrated graphics controller, S/N None",intel corporation,4 series chipset integrated graphics controller,,,,,,,,"NetworkAdapter 252: model 82567lm-3 gigabit network connection, S/N 1c:c1:de:57:8e:bc",intel corporation,82567lm-3 gigabit network connection,1c:c1:de:57:8e:bc,,,,,"SoundCard 249: model 82801jd/do hd audio controller, S/N None",intel corporation,82801jd/do hd audio controller,,,,,,4.02,HIGH,4.0,HIGH,4.16,HIGH,3.88,HIGH,80.40 €,6.0052
264,https://api.usody.com/usody/devices/264,unamed,9M4NB,My Organization,,,,,,,desktop-hewlett-packard-hp_compaq_8000_elite_sff-czc038bqt7,Desktop,Tower,czc038bqt7,hp compaq 8000 elite sff,hewlett-packard,Wed Oct  7 16:32:13 2020,Workbench 11.0b11,2020-10-07 16:32:13.831763+00:00,,,,intel core2 quad cpu q9550 @ 2.83ghz,4096,320072,"Processor 359: model intel core2 quad cpu q9550 @ 2.83ghz, S/N None",intel corp.,intel core2 quad cpu q9550 @ 2.83ghz,,4,1998,22611.12,10.4826,,,,,,,,,"RamModule 267: model 8jtf25664az-1g4d1, S/N a8c72c29",jedec id:80 2c,8jtf25664az-1g4d1,a8c72c29,2048,1333,"RamModule 268: model 8jtf25664az-1g4d1, S/N adc72c29",jedec id:80 2c,8jtf25664az-1g4d1,adc72c29,2048,1333,,,,,,,,,,,,,"HardDrive 269: model st3320418as, S/N 5vmhesya",seagate,st3320418as,5vmhesya,320072,harddrive-seagate-st3320418as-5vmhesya,5vmhesya,320072,Workbench 11.0b11,Success,EraseBasic,Shred,1:04:10,2020-10-13 14:35:14.274825+00:00,✓ – StepRandom 1:04:10,2020-10-13 13:31:03.670197+00:00,2020-10-13 14:35:13.857370+00:00,101.0,22.7,Workbench 11.0b11,Short,Success,1885,"398 days, 1:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motherboard 272: model 3646h, S/N czc038bqt7",hewlett-packard,3646h,czc038bqt7,,,,,"GraphicCard 271: model 4 series chipset integrated graphics controller, S/N None",intel corporation,4 series chipset integrated graphics controller,,,,,,,,"NetworkAdapter 270: model 82567lm-3 gigabit network connection, S/N 00:23:24:13:a6:bd",intel corporation,82567lm-3 gigabit network connection,00:23:24:13:a6:bd,,,,,"SoundCard 266: model 82801jd/do hd audio controller, S/N None",intel corporation,82801jd/do hd audio controller,,,,,,3.98,HIGH,3.92,HIGH,4.16,HIGH,3.88,HIGH,79.60 €,6.0175
273,https://api.usody.com/usody/devices/273,unamed,9WRE5,My Organization,,,,,,,desktop-hewlett-packard-hp_compaq_elite_8300_sff-czc2485030,Desktop,Tower,czc2485030,hp compaq elite 8300 sff,hewlett-packard,Wed Oct  7 16:36:19 2020,Workbench 11.0b11,2020-10-07 16:36:19.805878+00:00,,,,intel core i5-3470 cpu @ 3.20ghz,8192,500107,"Processor 366: model intel core i5-3470 cpu @ 3.20ghz, S/N None",intel corp.,intel core i5-3470 cpu @ 3.20ghz,,4,1.601367,25540.84,7.6974,,,,,,,,,"RamModule 276: model nt4gc64b8hg0nf-di, S/N 6637bc13",nanya technology,nt4gc64b8hg0nf-di,6637bc13,4096,1600,"RamModule 277: model nt4gc64b8hg0nf-di, S/N c647bc1c",nanya technology,nt4gc64b8hg0nf-di,c647bc1c,4096,1600,,,,,,,,,,,,,"HardDrive 278: model st500dm002-1bd14, S/N z3t9thpy",seagate,st500dm002-1bd14,z3t9thpy,500107,harddrive-seagate-st500dm002-1bd14-z3t9thpy,z3t9thpy,500107,Workbench 11.0b11,Success,EraseBasic,Shred,1:11:37,2020-10-13 16:38:41.429330+00:00,✓ – StepRandom 1:11:37,2020-10-13 15:27:02.747340+00:00,2020-10-13 16:38:40.604867+00:00,141.0,20.9,Workbench 11.0b11,Short,Success,1371,"390 days, 21:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motherboard 281: model 3397, S/N czc2485030",hewlett-packard,3397,czc2485030,,,,,"GraphicCard 280: model xeon e3-1200 v2/3rd gen core processor graphics controller, S/N None",intel corporation,xeon e3-1200 v2/3rd gen core processor graphics controller,,,,,,,,"NetworkAdapter 279: model 82579lm gigabit network connection, S/N b4:b5:2f:ca:a3:ec",intel corporation,82579lm gigabit network connection,b4:b5:2f:ca:a3:ec,,,,,"SoundCard 275: model 7 series/c216 chipset family high definition audio controller, S/N None",intel corporation,7 series/c216 chipset family high definition audio controller,,,,,,3.93,HIGH,3.92,HIGH,3.9,HIGH,4.0,HIGH,78.60 €,0.6896
282,https://api.usody.com/usody/devices/282,unamed,97ERB,My Organization,,,,,,,desktop-hewlett-packard-hp_compaq_8000_elite_sff-czc038bqsp,Desktop,Tower,,hp compaq 8000 elite sff,hewlett-packard,Wed Oct  7 16:37:58 2020,Workbench 11.0b11,2020-10-07 16:37:58.813248+00:00,,,,intel core2 quad cpu q9550 @ 2.83ghz,0,0,"Processor 288: model intel core2 quad cpu q9550 @ 2.83ghz, S/N None",intel corp.,intel core2 quad cpu q9550 @ 2.83ghz,,4,2833,22611.72,11.2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motherboard 290: model 3646h, S/N None",hewlett-packard,3646h,,,,,,"GraphicCard 289: model 4 series chipset integrated graphics controller, S/N None",intel corporation,4 series chipset integrated graphics controller,,,,,,,,,,,,,,,,"SoundCard 284: model 82801jd/do hd audio controller, S/N None",intel corporation,82801jd/do hd audio controller,,,,,,4.02,HIGH,4.0,HIGH,4.16,HIGH,3.88,HIGH,80.40 €,6.0424
291,https://api.usody.com/usody/devices/291,unamed,9K3P9,My Organization,,,,,,,desktop-hewlett-packard-hp_compaq_8000_elite_sff-czc038bqrx,Desktop,Tower,czc038bqrx,hp compaq 8000 elite sff,hewlett-packard,Wed Oct  7 16:38:38 2020,Workbench 11.0b11,2020-10-07 16:38:38.852336+00:00,,,,intel core2 quad cpu q9550 @ 2.83ghz,4096,320072,"Processor 336: model intel core2 quad cpu q9550 @ 2.83ghz, S/N None",intel corp.,intel core2 quad cpu q9550 @ 2.83ghz,,4,2833,22610.16,10.4827,,,,,,,,,"RamModule 294: model 8jtf25664az-1g4d1, S/N 8fc72c29",jedec id:80 2c,8jtf25664az-1g4d1,8fc72c29,2048,1333,"RamModule 295: model 8jtf25664az-1g4d1, S/N 93c72c29",jedec id:80 2c,8jtf25664az-1g4d1,93c72c29,2048,1333,,,,,,,,,,,,,"HardDrive 296: model st3320418as, S/N 5vmhgjyt",seagate,st3320418as,5vmhgjyt,320072,harddrive-seagate-st3320418as-5vmhgjyt,5vmhgjyt,320072,Workbench 11.0b11,Success,EraseBasic,Shred,1:00:13,2020-10-07 17:47:20.154087+00:00,✓ – StepRandom 1:00:13,2020-10-07 16:47:06.294796+00:00,2020-10-07 17:47:19.489600+00:00,97.7,22.5,Workbench 11.0b11,Short,Success,2107,"947 days, 5:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motherboard 299: model 3646h, S/N czc038bqrx",hewlett-packard,3646h,czc038bqrx,,,,,"GraphicCard 298: model 4 series chipset integrated graphics controller, S/N None",intel corporation,4 series chipset integrated graphics controller,,,,,,,,"NetworkAdapter 292: model 82567lm-3 gigabit network connection, S/N 00:23:24:13:a7:7c",intel corporation,82567lm-3 gigabit network connection,00:23:24:13:a7:7c,,,,,"SoundCard 297: model 82801jd/do hd audio controller, S/N None",intel corporation,82801jd/do hd audio controller,,,,,,4.02,HIGH,4.0,HIGH,4.16,HIGH,3.87,HIGH,80.40 €,5.9893
300,https://api.usody.com/usody/devices/300,unamed,J9XO9,My Organization,,,,,,,desktop-hewlett-packard-hp_compaq_8000_elite_sff-czc038bqv0,Desktop,Tower,czc038bqv0,hp compaq 8000 elite sff,hewlett-packard,Wed Oct  7 16:40:59 2020,Workbench 11.0b11,2020-10-07 16:40:59.649574+00:00,,,,intel core2 quad cpu q9550 @ 2.83ghz,4096,320072,"Processor 337: model intel core2 quad cpu q9550 @ 2.83ghz, S/N None",intel corp.,intel core2 quad cpu q9550 @ 2.83ghz,,4,2833,22608.64,10.4371,,,,,,,,,"RamModule 303: model 8jtf25664az-1g4d1, S/N b8b01931",jedec id:80 2c,8jtf25664az-1g4d1,b8b01931,2048,1333,"RamModule 304: model 8jtf25664az-1g4d1, S/N b7b01931",jedec id:80 2c,8jtf25664az-1g4d1,b7b01931,2048,1333,,,,,,,,,,,,,"HardDrive 305: model st3320418as, S/N 5vmhgye2",seagate,st3320418as,5vmhgye2,320072,harddrive-seagate-st3320418as-5vmhgye2,5vmhgye2,320072,Workbench 11.0b11,Success,EraseBasic,Shred,0:59:55,2020-10-07 16:40:59.671537+00:00,✓ – StepRandom 0:59:55,2020-10-07 15:41:03.262166+00:00,2020-10-07 16:40:59.256966+00:00,99.7,23.0,Workbench 11.0b11,Short,Success,2132,"1286 days, 13:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motherboard 308: model 3646h, S/N czc038bqv0",hewlett-packard,3646h,czc038bqv0,,,,,"GraphicCard 307: model 4 series chipset integrated graphics controller, S/N None",intel corporation,4 series chipset integrated graphics controller,,,,,,,,"NetworkAdapter 301: model 82567lm-3 gigabit network connection, S/N 1c:c1:de:57:5f:2a",intel corporation,82567lm-3 gigabit network connection,1c:c1:de:57:5f:2a,,,,,"SoundCard 306: model 82801jd/do hd audio controller, S/N None",intel corporation,82801jd/do hd audio controller,,,,,,4.02,HIGH,4.0,HIGH,4.16,HIGH,3.88,HIGH,80.40 €,6.0163
309,https://api.usody.com/usody/devices/309,unamed,56ZD5,My Organization,,,,,,,desktop-hewlett-packard-hp_compaq_8000_elite_sff-czc038bqrt,Desktop,Tower,czc038bqrt,hp compaq 8000 elite sff,hewlett-packard,Wed Oct  7 16:44:38 2020,Workbench 11.0b11,2020-10-07 16:44:38.913092+00:00,,,,intel core2 quad cpu q9550 @ 2.83ghz,4096,320072,"Processor 310: model intel core2 quad cpu q9550 @ 2.83ghz, S/N None",intel corp.,intel core2 quad cpu q9550 @ 2.83ghz,,4,1998,22610.44,10.4877,,,,,,,,,"RamModule 312: model 8jtf25664az-1g4d1, S/N c0c72c29",jedec id:80 2c,8jtf25664az-1g4d1,c0c72c29,2048,1333,"RamModule 313: model 8jtf25664az-1g4d1, S/N bfc72c29",jedec id:80 2c,8jtf25664az-1g4d1,bfc72c29,2048,1333,,,,,,,,,,,,,"HardDrive 314: model st3320418as, S/N 9vmnjp5m",seagate,st3320418as,9vmnjp5m,320072,harddrive-seagate-st3320418as-9vmnjp5m,9vmnjp5m,320072,Workbench 11.0b11,Success,EraseBasic,Shred,0:59:51,2020-10-13 15:18:23.591539+00:00,✓ – StepRandom 0:59:51,2020-10-13 14:18:31.302560+00:00,2020-10-13 15:18:23.207294+00:00,96.3,22.7,Workbench 11.0b11,Short,Success,532,"129 days, 8:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motherboard 317: model 3646h, S/N czc038bqrt",hewlett-packard,3646h,czc038bqrt,,,,,"GraphicCard 316: model 4 series chipset integrated graphics controller, S/N None",intel corporation,4 series chipset integrated graphics controller,,,,,,,,"NetworkAdapter 315: model 82567lm-3 gigabit network connection, S/N 00:23:24:13:a7:85",intel corporation,82567lm-3 gigabit network connection,00:23:24:13:a7:85,,,,,"SoundCard 311: model 82801jd/do hd audio controller, S/N None",intel corporation,82801jd/do hd audio controller,,,,,,3.98,HIGH,3.92,HIGH,4.16,HIGH,3.87,HIGH,79.60 €,6.0929
318,https://api.usody.com/usody/devices/318,unamed,9XZOB,My Organization,,,,,,,desktop-hewlett-packard-hp_compaq_8000_elite_sff-czc038bqsn,Desktop,Tower,czc038bqsn,hp compaq 8000 elite sff,hewlett-packard,Wed Oct  7 16:46:54 2020,Workbench 11.0b11,2020-10-07 16:46:54.405474+00:00,,,,intel core2 quad cpu q9550 @ 2.83ghz,4096,320072,"Processor 348: model intel core2 quad cpu q9550 @ 2.83ghz, S/N None",intel corp.,intel core2 quad cpu q9550 @ 2.83ghz,,4,1998,22609.6,10.4916,,,,,,,,,"RamModule 322: model 8jtf25664az-1g4d1, S/N beb01931",jedec id:80 2c,8jtf25664az-1g4d1,beb01931,2048,1333,"RamModule 349: model 8jtf25664az-1g4d1, S/N 177b1a31",jedec id:80 2c,8jtf25664az-1g4d1,177b1a31,2048,1333,,,,,,,,,,,,,"HardDrive 323: model st3320418as, S/N 5vmhhdht",seagate,st3320418as,5vmhhdht,320072,harddrive-seagate-st3320418as-5vmhhdht,5vmhhdht,320072,Workbench 11.0b11,Success,EraseBasic,Shred,0:58:37,2020-10-13 14:08:24.073939+00:00,✓ – StepRandom 0:58:37,2020-10-13 13:09:45.751315+00:00,2020-10-13 14:08:23.375608+00:00,107.0,25.3,Workbench 11.0b11,Short,Success,3133,"835 days, 19:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motherboard 325: model 3646h, S/N czc038bqsn",hewlett-packard,3646h,czc038bqsn,,,,,"GraphicCard 320: model 4 series chipset integrated graphics controller, S/N None",intel corporation,4 series chipset integrated graphics controller,,,,,,,,"NetworkAdapter 319: model 82567lm-3 gigabit network connection, S/N 1c:c1:de:57:8e:7d",intel corporation,82567lm-3 gigabit network connection,1c:c1:de:57:8e:7d,,,,,"SoundCard 324: model 82801jd/do hd audio controller, S/N None",intel corporation,82801jd/do hd audio controller,,,,,,3.98,HIGH,3.92,HIGH,4.16,HIGH,3.9,HIGH,79.60 €,5.9917
326,https://api.usody.com/usody/devices/326,unamed,9DPJ9,My Organization,,,,,,,desktop-hewlett-packard-hp_compaq_8000_elite_sff-czc038bqsh,Desktop,Tower,czc038bqsh,hp compaq 8000 elite sff,hewlett-packard,Wed Oct  7 16:49:01 2020,Workbench 11.0b11,2020-10-07 16:49:01.310434+00:00,,,,intel core2 quad cpu q9550 @ 2.83ghz,4096,320072,"Processor 327: model intel core2 quad cpu q9550 @ 2.83ghz, S/N None",intel corp.,intel core2 quad cpu q9550 @ 2.83ghz,,4,1998,22611.32,10.5392,,,,,,,,,"RamModule 329: model 8jtf25664az-1g4d1, S/N f3c72c29",jedec id:80 2c,8jtf25664az-1g4d1,f3c72c29,2048,1333,"RamModule 330: model 8jtf25664az-1g4d1, S/N f2c72c29",jedec id:80 2c,8jtf25664az-1g4d1,f2c72c29,2048,1333,,,,,,,,,,,,,"HardDrive 331: model st3320418as, S/N 5vmhhd9s",seagate,st3320418as,5vmhhd9s,320072,harddrive-seagate-st3320418as-5vmhhd9s,5vmhhd9s,320072,Workbench 11.0b11,Success,EraseBasic,Shred,1:00:10,2020-10-13 15:14:20.869174+00:00,✓ – StepRandom 1:00:10,2020-10-13 14:14:09.979232+00:00,2020-10-13 15:14:20.313475+00:00,96.5,22.7,Workbench 11.0b11,Short,Success,1496,"764 days, 23:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motherboard 334: model 3646h, S/N czc038bqsh",hewlett-packard,3646h,czc038bqsh,,,,,"GraphicCard 333: model 4 series chipset integrated graphics controller, S/N None",intel corporation,4 series chipset integrated graphics controller,,,,,,,,"NetworkAdapter 332: model 82567lm-3 gigabit network connection, S/N 00:23:24:13:a7:00",intel corporation,82567lm-3 gigabit network connection,00:23:24:13:a7:00,,,,,"SoundCard 328: model 82801jd/do hd audio controller, S/N None",intel corporation,82801jd/do hd audio controller,,,,,,3.98,HIGH,3.92,HIGH,4.16,HIGH,3.87,HIGH,79.60 €,6.0177
338,https://api.usody.com/usody/devices/338,unamed,L98XB,My Organization,,,,,,,desktop-hewlett-packard-hp_compaq_8000_elite_sff-czc038bqs2,Desktop,Tower,czc038bqs2,hp compaq 8000 elite sff,hewlett-packard,Fri Oct  9 09:29:17 2020,Workbench 11.0b11,2020-10-09 09:29:17.221309+00:00,,,,intel core2 quad cpu q9550 @ 2.83ghz,4096,320072,"Processor 339: model intel core2 quad cpu q9550 @ 2.83ghz, S/N None",intel corp.,intel core2 quad cpu q9550 @ 2.83ghz,,4,2833,22611.68,10.4737,,,,,,,,,"RamModule 342: model 8jtf25664az-1g4d1, S/N 9cc72c29",jedec id:80 2c,8jtf25664az-1g4d1,9cc72c29,2048,1333,"RamModule 343: model 8jtf25664az-1g4d1, S/N 9bc72c29",jedec id:80 2c,8jtf25664az-1g4d1,9bc72c29,2048,1333,,,,,,,,,,,,,"HardDrive 72: model st3320418as, S/N 9vmnh8tt",seagate,st3320418as,9vmnh8tt,320072,harddrive-seagate-st3320418as-9vmnh8tt,9vmnh8tt,320072,Workbench 11.0b11,Success,EraseBasic,Shred,0:59:51,2020-10-07 17:14:20.452798+00:00,✓ – StepRandom 0:59:51,2020-10-07 16:14:28.325981+00:00,2020-10-07 17:14:19.801462+00:00,102.0,23.3,Workbench 11.0b11,Short,Success,1827,"939 days, 14:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motherboard 345: model 3646h, S/N czc038bqs2",hewlett-packard,3646h,czc038bqs2,,,,,"GraphicCard 341: model 4 series chipset integrated graphics controller, S/N None",intel corporation,4 series chipset integrated graphics controller,,,,,,,,"NetworkAdapter 344: model 82567lm-3 gigabit network connection, S/N 1c:c1:de:53:77:65",intel corporation,82567lm-3 gigabit network connection,1c:c1:de:53:77:65,,,,,"SoundCard 340: model 82801jd/do hd audio controller, S/N None",intel corporation,82801jd/do hd audio controller,,,,,,4.02,HIGH,4.0,HIGH,4.16,HIGH,3.88,HIGH,80.40 €,6.0218
360,https://api.usody.com/usody/devices/360,,,,,,,,,,,Desktop,Tower,,,hewlett-packard,Tue Oct 13 15:23:08 2020,Workbench 11.0b11,2020-10-13 15:23:08.198560+00:00,,,,intel core2 quad cpu q9550 @ 2.83ghz,0,0,"Processor 362: model intel core2 quad cpu q9550 @ 2.83ghz, S/N None",intel corp.,intel core2 quad cpu q9550 @ 2.83ghz,,4,1998,22609.48,10.5006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motherboard 364: model 3646h, S/N None",hewlett-packard,3646h,,,,,,"GraphicCard 363: model 4 series chipset integrated graphics controller, S/N None",intel corporation,4 series chipset integrated graphics controller,,,,,,,,,,,,,,,,"SoundCard 361: model 82801jd/do hd audio controller, S/N None",intel corporation,82801jd/do hd audio controller,,,,,,3.98,HIGH,3.92,HIGH,4.16,HIGH,3.88,HIGH,79.60 €,6.0117
369,https://api.usody.com/usody/devices/369,unamed,5P7V9,My Organization,,,,,,,desktop-hewlett-packard-hp_compaq_8000_elite_sff-czc038bqsp,Desktop,Tower,czc038bqsp,hp compaq 8000 elite sff,hewlett-packard,Tue Oct 13 17:03:21 2020,Workbench 11.0b11,2020-10-13 17:03:21.596961+00:00,,,,intel core2 quad cpu q9550 @ 2.83ghz,4096,320072,"Processor 371: model intel core2 quad cpu q9550 @ 2.83ghz, S/N None",intel corp.,intel core2 quad cpu q9550 @ 2.83ghz,,4,1998,22610.0,10.3172,,,,,,,,,"RamModule 285: model 8jtf25664az-1g4d1, S/N c0b01931",jedec id:80 2c,8jtf25664az-1g4d1,c0b01931,2048,1333,"RamModule 286: model 8jtf25664az-1g4d1, S/N bfb01931",jedec id:80 2c,8jtf25664az-1g4d1,bfb01931,2048,1333,,,,,,,,,,,,,"HardDrive 287: model st3320418as, S/N 5vmhgjqj",seagate,st3320418as,5vmhgjqj,320072,harddrive-seagate-st3320418as-5vmhgjqj,5vmhgjqj,320072,Workbench 11.0b11,Success,EraseBasic,Shred,0:58:45,2020-10-13 15:23:08.211578+00:00,✓ – StepRandom 0:58:45,2020-10-13 14:24:22.054763+00:00,2020-10-13 15:23:07.639547+00:00,102.0,23.3,Workbench 11.0b11,Short,Success,2375,"1060 days, 0:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Motherboard 373: model 3646h, S/N None",hewlett-packard,3646h,,,,,,"GraphicCard 372: model 4 series chipset integrated graphics controller, S/N None",intel corporation,4 series chipset integrated graphics controller,,,,,,,,"NetworkAdapter 283: model 82567lm-3 gigabit network connection, S/N 00:23:24:02:90:49",intel corporation,82567lm-3 gigabit network connection,00:23:24:02:90:49,,,,,"SoundCard 370: model 82801jd/do hd audio controller, S/N None",intel corporation,82801jd/do hd audio controller,,,,,,3.98,HIGH,3.92,HIGH,4.16,HIGH,3.88,HIGH,79.60 €,5.9699
